Taxa	ADW	FW	ML	pSL	RL	SL	TL
5707/H114	0.023336722124746	0.254177256595989	2.44897058371673	12.8758423163544	15.1815250591539	15.4525638321741	30.7542550392356
5707/L061M	0.0319380289664345	0.394197465499054	1.75761545845249	14.476992060669	17.4215571530108	16.2439688773699	33.9214093878101
5707/NS501	0.0315796411813642	0.340744828272685	1.88315234006605	14.8626842276278	20.2648891774771	16.6736449742717	37.3444073170996
5707/LH162	0.0413404379159274	0.516710446872524	1.87427108157429	18.5337454062167	23.6521675437362	20.3790638582566	44.4446468438575
5707/MO113	0.0294082328365261	0.32229419037139	1.86226474232173	13.9826471986951	14.1421276514289	15.860937877203	30.0544351444511
5707/PHW30	0.0326758861709911	0.377682251893517	1.929509108561	15.1870008044797	18.9575788858155	17.1183788912962	36.3856166458196
5707/han49	0.0367868048820923	0.485931390452243	1.980349710299	16.5681513851558	20.3595705525025	18.5652099328298	39.2178827490532
5707/xuan6	0.0262459876741406	0.301424477802684	1.80833968050255	12.5934853314496	16.9302652118153	14.3590563465242	31.6638594538423
FBHJ/Lp215D	0.0503001325426863	0.617264808104691	2.07911775493314	20.9294924231821	22.7695518551897	23.0009265199011	45.8890371480366
FBHJ/5707	0.0288811919761286	0.280298941915056	2.41567970909651	14.3055623703236	17.1078256160339	16.8306515463383	34.1364472996353
CAUZHENG58/CAUCHANG72	0.042669899330457	0.51162168966791	1.62440222794009	17.289611588317	19.8925648134263	18.8895466922228	38.6424037318764
B73/CAUMo17	0.0293955935691761	0.376103056550138	1.82478311102281	15.6994765565851	17.0439815677973	17.5194850230894	34.4577685150609
1538/PHJ75	0.0332661719346364	0.388137955108003	2.10933075080655	15.9140174163229	21.2795362070738	18.0115468263409	39.6882947521908
20837/Z31B	0.0285200667216375	0.371846967371851	1.73279443763305	14.0701340550246	17.4594260163246	15.7410224762308	33.5071717738501
2MA22/HB8229	0.0273172083967061	0.29074058583647	1.7302859565529	12.6567244414954	14.1503107743693	14.3051861050655	28.410100765037
3335/KP3130	0.0268198736877364	0.323726470689726	1.95114923032609	13.7829231019146	16.8111361294916	15.8181053900399	32.876173642085
4722/91huang10	0.0229140320865791	0.263941656152209	1.80939738460725	12.4954861530887	15.6700895553806	14.2955724665263	30.1858602078342
4722/LH162	0.0346072588508357	0.376712433645627	2.24434919940297	17.9063038238506	20.549131670851	20.5543381444466	41.2313966470049
5707/91huang10	0.0316850493534437	0.409596998302018	2.0315806482492	15.964412614175	17.9641740697906	18.0034137367986	36.1053957120292
5707/IBB14	0.0268198736877364	0.422835104454884	1.89476591663287	16.6577952877804	18.3787890951145	18.5277396354126	37.1043315234323
7146/1145	0.0279917578117951	0.403796095545544	1.71203062419016	15.0409759698352	18.0841049417696	16.6275176267573	35.0235172391145
7236/xun971	0.0274994596580593	0.329720214381321	1.71514408673806	14.2496460881125	16.4604663644701	15.8540515758635	32.4194433596746
785/LH215	0.0364297714643682	0.401682605541047	2.10883270192407	17.0437873370966	18.9850043933322	19.2873700361326	38.2622474867788
78551S/ji444	0.0346072588508357	0.417502500907577	1.95935941091452	17.6198452392817	21.0547550949042	19.5964897187887	40.8978212620465
78551S/PHN37	0.0298142704253275	0.316841539560875	1.80288184307924	13.8136428978515	16.0326867777601	15.569126221712	31.7293546748718
7903E/B7	0.0302561535970318	0.41045085618102	2.04676242567838	15.7543465152495	20.4377192419825	17.9208908872504	38.9183093426967
807/B7	0.03031474311641	0.316060149936607	1.86523812062673	13.9888650363832	15.8226893550165	15.8603533400996	31.8839314395755
84-126-15-1/757	0.0371043208794572	0.354310801745163	1.76526570921094	13.6999248805912	17.2195291177815	15.3224641437365	32.8732123180206
9058/xing230	0.0309622336237709	0.400900488712768	1.88781257724669	15.8717462641199	17.2626014317308	17.7571842452748	34.9943146586701
91huang5/zheng653	0.0336088234030022	0.475874952389938	1.77263366189745	17.0173916895304	19.0687496965726	18.7250301861383	38.0201600659858
9702/shuang741	0.0263330515853986	0.313739924690019	2.01898177230438	12.9641938870652	17.3019663486496	15.0689685532161	32.7560895087895
9710/7236	0.0263514964596159	0.30484780770092	1.66660501474562	13.4219408536014	17.6220738237494	14.9495800333927	33.0730262471287
9710/ji63	0.035518515157602	0.484582746508367	2.07863996790351	18.0405536204417	19.8503328329826	20.1745094623589	40.0036871687459
A619/B7	0.0377565600652238	0.440062490315768	2.04577125227523	17.9306145191104	22.8010051893799	20.0717740391574	43.1751162878175
Ay420/897	0.0334592956523924	0.451771022985361	1.69688875437532	15.380451074852	19.4517170511092	16.9372907209169	36.8873197425677
B47/dan598	0.0300509773170047	0.378272530912939	2.12781371851804	17.1194861813987	18.7619508693984	19.327144526526	38.0496412691564
B47/H114	0.0285200667216375	0.29713791249521	2.16207543964005	14.2841869907587	15.8979509785473	16.5899326947756	32.440634957464
B47/ji533	0.0309622336237709	0.419527241442507	1.9114492158141	16.889219321638	20.6640763571576	18.8025852805342	39.7508106405637
B47/longkang1	0.033793212795034	0.42081564229413	1.95725206914089	17.9563595798657	16.5539338670245	19.9066770191041	36.3863465569835
B47/M22	0.0346072588508357	0.427026336582063	2.01314267101589	17.0179762960782	18.4078140651431	19.0592317561818	37.4301139050837
B7/B7	0.0267834353599226	0.370008394382213	2.07801126649502	16.9821331550647	19.7963553619369	19.102484771342	39.0837184242039
B7/BCC03	0.0309622336237709	0.328102089515528	1.93329385840843	14.4476010881964	17.5498653007202	16.4459889165995	34.1534994847967
B7/hai9-21	0.0312212533962938	0.434339447725984	1.8374727701515	17.6710896537093	20.1138180666656	19.4137158193649	39.7045261394347
B7/ji432	0.0353743353762268	0.475521589907267	1.85919204548425	19.2432233275624	26.0550625002864	21.0384904400666	47.8524658888929
B7/yuanwu05	0.0305807254254278	0.444864391813083	2.00397309458868	17.4654339054183	20.278964576716	19.5129965988687	39.8897488570457
chong72/zheng653	0.0344903595708837	0.419025835227869	1.91693053960799	14.1586004751758	16.4924972107898	16.0295602033543	32.772521798844
DF27/91huang10	0.0268982502436757	0.343508503049585	2.03484700473954	14.187066110965	17.938103352292	16.4212087046723	34.6621313809964
DF27/shuang741	0.0309622336237709	0.443328035978797	1.9016144656912	15.3450768503011	19.443461070895	17.2558080167123	37.0496295440723
E601/jian1495b	0.0273172083967061	0.322040930787424	1.85203916041277	14.1058095443136	16.9870470132995	15.953250030867	33.146652286621
E8501/huobai	0.0304648989148012	0.356133366776458	2.15851945765579	15.6827739003726	19.2480400552228	18.1589090198598	37.8151458376919
E8501/yun147	0.0309622336237709	0.356058456012401	2.09830946814932	15.4128023972896	13.7879435778785	17.5920639436301	30.9461097047662
equn3/zhonghuang64	0.0254946957831736	0.287829511675037	1.81924953642934	12.1076815919542	14.420739761084	13.9314588091088	28.5585293113617
F7/H114	0.0273172083967061	0.257887147994274	2.24434919940297	14.1066022269347	16.5501098440099	16.8281609377945	33.2201504084615
F7/SC-14	0.0309622336237709	0.333503238863317	1.89181981294249	15.0808846876824	17.1749570044539	16.9714754457427	34.1146099399494
