Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d009555	-16.60843246	1.27E-42	1.68E-05	-0.262026588	259	Negative
Zm00001d015637	-16.5947502	3.90E-72	1.72E-05	-0.2617899	NA	additive
Zm00001d052684	-16.5702285	8.33E-30	2.32E-05	-0.261365801	259	Negative
Zm00001d033980	-16.54192379	6.22E-52	1.72E-05	-0.260876429	34	Negative
Zm00001d049060	-16.5418388	9.62E-13	1.71E-05	-0.26087496	NA	additive
Zm00001d044167	-16.51607605	1.05E-21	1.93E-05	-0.260429683	NA	additive
Zm00001d043875	-16.51255791	1.01E-26	1.76E-05	-0.260368886	72	Negative
Zm00001d051899	-16.50847008	9.51E-40	1.75E-05	-0.260298466	NA	additive
Zm00001d009960	-16.49788888	1.43E-61	1.69E-05	-0.260115422	43	Negative
Zm00001d032455	-16.49479149	4.82E-52	1.72E-05	-0.260061909	163	Negative
Zm00001d044864	-16.49273121	7.92E-11	1.70E-05	-0.260026314	67	Negative
Zm00001d028998	-16.47586745	3.53E-63	1.72E-05	-0.259735	194	Negative
Zm00001d043091	-16.45344442	2.74E-50	1.69E-05	-0.259347744	171	Negative
Zm00001d003981	-16.44913249	5.65E-12	1.74E-05	-0.25927425	155	Negative
Zm00001d029408	-16.43433525	4.88E-65	1.68E-05	-0.259017802	33	Negative
Zm00001d003669	-16.42698118	2.85E-41	1.70E-05	-0.258890845	74	Negative
Zm00001d047857	-16.41410003	1.10E-20	1.82E-05	-0.258668499	95	Negative
Zm00001d011119	-16.41325306	4.37E-109	1.75E-05	-0.25865388	182	Negative
Zm00001d022509	-16.41107262	2.17E-06	1.71E-05	-0.258616247	NA	additive
Zm00001d038165	-16.40388963	3.05E-90	1.71E-05	-0.258492278	140	Negative
Zm00001d014291	-16.39577521	5.08E-30	1.77E-05	-0.258352247	248	Negative
Zm00001d010540	-16.38125258	0.010080826	2.17E-05	-0.25810609	NA	additive
Zm00001d005888	-16.370863	3.74E-46	1.69E-05	-0.25792242	87	Negative
Zm00001d005851	-16.370239	1.70E-28	2.19E-05	-0.257911655	NA	additive
Zm00001d045064	-16.36796518	2.20E-63	1.69E-05	-0.25787243	NA	additive
Zm00001d034766	-16.35800875	3.11E-43	1.72E-05	-0.257700686	66	Negative
Zm00001d011418	-16.33366681	9.40E-80	1.70E-05	-0.257280887	224	Negative
Zm00001d017777	-16.33187752	7.41E-72	1.73E-05	-0.257250034	NA	additive
Zm00001d033799	-16.32349261	6.10E-36	1.73E-05	-0.257105459	305	Negative
Zm00001d034356	-16.32167387	1.13E-33	1.72E-05	-0.257074102	189	Negative
Zm00001d015327	-16.3216142	2.84E-103	1.70E-05	-0.257073073	259	Negative
Zm00001d029475	-16.31854958	5.29E-39	1.70E-05	-0.257020237	111	Negative
Zm00001d044285	-16.31665966	3.12E-49	1.70E-05	-0.256987655	244	Negative
Zm00001d029848	-16.31424442	1.98E-68	1.70E-05	-0.256946017	242	Negative
Zm00001d049103	-16.30836275	1.40E-28	1.76E-05	-0.256844624	NA	additive
Zm00001d033320	-16.30174518	2.31E-35	1.69E-05	-0.256730576	NA	additive
Zm00001d011838	-16.29307922	3.04E-23	1.69E-05	-0.256581187	63	Negative
Zm00001d014789	-16.287018	2.86E-71	1.72E-05	-0.256476725	37	Negative
Zm00001d001826	-16.2730695	4.36E-17	1.76E-05	-0.256236359	95	Negative
Zm00001d033300	-16.27028984	3.12E-22	1.75E-05	-0.256188464	NA	additive
Zm00001d031434	-16.26839888	3.23E-23	1.73E-05	-0.256155882	NA	additive
Zm00001d051214	-16.25259872	4.44E-64	1.68E-05	-0.255883713	NA	additive
Zm00001d033402	-16.24537093	1.27E-29	1.71E-05	-0.255759165	60	Negative
Zm00001d010970	-16.24404204	8.34E-61	1.69E-05	-0.255736275	106	Negative
Zm00001d050011	-16.23446611	4.45E-39	1.71E-05	-0.255572421	40	Negative
Zm00001d038191	-16.22692049	7.73E-37	1.70E-05	-0.255441387	48	Negative
Zm00001d010197	-16.21264058	1.88E-63	1.72E-05	-0.255195487	NA	additive
Zm00001d044411	-16.20441892	2.16E-15	1.90E-05	-0.255054878	NA	additive
Zm00001d006759	-16.20361885	1.64E-72	1.69E-05	-0.255040154	104	Negative
Zm00001d022403	-16.20178564	3.99E-08	1.71E-05	-0.255008593	87	Negative
Zm00001d014863	-16.19493878	6.63E-39	1.72E-05	-0.25489072	107	Negative
Zm00001d012881	-16.19260872	1.40E-41	1.72E-05	-0.254850609	184	Negative
Zm00001d035020	-16.18600645	4.37E-14	1.93E-05	-0.254736959	NA	additive
Zm00001d052639	-16.17313822	9.22E-38	1.69E-05	-0.254515474	NA	additive
Zm00001d017470	-16.17016851	1.91E-79	1.73E-05	-0.254464365	151	Negative
Zm00001d040733	-16.16646456	6.53E-59	1.74E-05	-0.254400623	34	Negative
Zm00001d016160	-16.16395861	2.18E-54	1.71E-05	-0.254357498	NA	additive
Zm00001d013752	-16.14814342	3.69E-48	2.21E-05	-0.254085368	NA	additive
Zm00001d048463	-16.14478546	7.09E-91	1.71E-05	-0.254027594	128	Negative
Zm00001d016219	-16.14253069	1.23E-44	1.79E-05	-0.253988911	41	Negative
Zm00001d025225	-16.13459582	4.59E-09	1.85E-05	-0.253852296	66	Negative
Zm00001d017206	-16.12311594	2.19E-105	1.68E-05	-0.253654827	NA	additive
Zm00001d053566	-16.11856479	1.70E-21	1.89E-05	-0.253576549	89	Negative
Zm00001d039530	-16.10861845	2.14E-18	1.73E-05	-0.25340549	87	Negative
Zm00001d012402	-16.10514697	9.62E-46	1.86E-05	-0.253345791	NA	additive
Zm00001d005975	-16.1031204	1.89E-95	1.70E-05	-0.253310942	NA	additive
Zm00001d040027	-16.09254283	2.22E-34	1.72E-05	-0.253129061	82	Negative
Zm00001d051842	-16.0907246	4.57E-96	1.71E-05	-0.253097799	54	Negative
Zm00001d038607	-16.08910245	2.22E-55	1.69E-05	-0.253069909	NA	additive
Zm00001d047437	-16.07726592	3.21E-29	1.82E-05	-0.252866415	NA	additive
Zm00001d016891	-16.07489619	5.33E-109	1.68E-05	-0.252825678	52	Negative
Zm00001d029383	-16.07004813	2.96E-64	1.70E-05	-0.252742341	NA	additive
Zm00001d053120	-16.06128589	3.03E-29	2.02E-05	-0.252592695	NA	additive
Zm00001d011758	-16.05358289	1.26E-45	1.69E-05	-0.252459344	163	Negative
Zm00001d021569	-16.05122381	1.69E-63	1.71E-05	-0.252418801	NA	additive
Zm00001d002596	-16.04637606	6.06E-20	1.69E-05	-0.252335493	NA	additive
Zm00001d013191	-16.04392602	1.31E-16	1.73E-05	-0.252293391	285	Negative
Zm00001d040735	-16.04194914	6.83E-77	1.69E-05	-0.252259421	115	Negative
Zm00001d042826	-16.02747862	4.34E-47	1.71E-05	-0.252010788	180	Negative
Zm00001d043601	-16.01101943	3.84E-123	1.71E-05	-0.251728037	257	Negative
Zm00001d025752	-16.00878647	7.91E-35	1.71E-05	-0.251689682	NA	additive
Zm00001d029823	-16.00723568	1.24E-09	1.87E-05	-0.251663045	NA	additive
Zm00001d050412	-16.00573476	5.77E-50	1.76E-05	-0.251637334	NA	additive
Zm00001d042948	-15.99761554	1.09E-63	1.71E-05	-0.251497815	83	Negative
Zm00001d019311	-15.97747956	2.37E-99	1.70E-05	-0.251152032	NA	additive
Zm00001d021401	-15.97651268	2.08E-101	1.69E-05	-0.25113543	53	Negative
Zm00001d050514	-15.97356724	5.24E-16	2.28E-05	-0.251084857	NA	additive
Zm00001d010159	-15.96781273	1.07E-93	1.69E-05	-0.250986059	95	Negative
Zm00001d021224	-15.96335937	8.29E-61	1.71E-05	-0.250909604	212	Negative
Zm00001d023933	-15.96281658	5.12E-43	1.76E-05	-0.250900682	NA	additive
Zm00001d021836	-15.96163606	3.37E-24	1.76E-05	-0.250880019	149	Negative
Zm00001d034066	-15.94796898	2.04E-63	1.73E-05	-0.250645769	NA	additive
Zm00001d016744	-15.94430589	4.97E-72	1.72E-05	-0.250582541	41	Negative
Zm00001d014007	-15.94074994	3.14E-20	1.70E-05	-0.250521509	NA	additive
Zm00001d051373	-15.93775246	8.45E-67	1.70E-05	-0.250470065	NA	additive
Zm00001d053887	-15.93104251	5.01E-70	1.69E-05	-0.250354912	NA	additive
Zm00001d048508	-15.92154739	4.33E-09	1.84E-05	-0.250192121	NA	additive
Zm00001d029242	-15.92137385	1.67E-20	1.76E-05	-0.250189106	64	Negative
Zm00001d047765	-15.92130937	4.01E-36	1.71E-05	-0.250187893	180	Negative
Zm00001d033312	-15.91854416	2.75E-43	1.72E-05	-0.250140446	NA	additive
Zm00001d038548	-15.91701986	2.30E-42	2.36E-05	-0.250114292	NA	additive
Zm00001d017270	-15.91013213	7.83E-24	1.72E-05	-0.249996117	NA	additive
Zm00001d028531	-15.89990301	2.54E-34	1.74E-05	-0.249820631	35	Negative
Zm00001d031668	-15.89211818	8.69E-34	2.12E-05	-0.249687092	NA	additive
Zm00001d020741	-15.88204676	3.12E-69	1.69E-05	-0.249514348	NA	additive
Zm00001d003358	-15.87880428	4.86E-15	1.93E-05	-0.249458738	NA	additive
Zm00001d003277	-15.86466307	1.40E-35	1.79E-05	-0.24921624	42	Negative
Zm00001d004438	-15.86306818	3.52E-51	1.70E-05	-0.249188886	34	Negative
Zm00001d019541	-15.84570571	4.01E-12	1.82E-05	-0.248891202	56	Negative
Zm00001d040850	-15.84559175	4.46E-89	1.69E-05	-0.248889249	164	Negative
Zm00001d023833	-15.8211822	1.04E-69	1.70E-05	-0.248470846	NA	additive
Zm00001d013445	-15.81058804	4.50E-49	1.71E-05	-0.24828929	NA	additive
Zm00001d040298	-15.77792168	9.65E-21	1.74E-05	-0.247729618	50	Negative
Zm00001d034129	-15.75953455	3.06E-62	1.69E-05	-0.247414687	117	Negative
Zm00001d017608	-15.74648107	1.10E-93	1.69E-05	-0.247191152	NA	additive
Zm00001d025354	-15.73289564	6.94E-22	1.72E-05	-0.246958544	144	Negative
Zm00001d006604	-15.70944525	9.12E-48	1.70E-05	-0.246557117	NA	additive
Zm00001d027518	-15.70447271	1.66E-25	1.76E-05	-0.246472436	69	Negative
Zm00001d010061	-15.69223558	9.08E-28	1.76E-05	-0.246262591	222	Negative
Zm00001d029723	-15.67618865	1.63E-63	1.71E-05	-0.245988018	NA	additive
Zm00001d031852	-15.6642133	6.91E-14	1.74E-05	-0.245783147	183	Negative
Zm00001d049581	-15.66404074	3.44E-105	1.69E-05	-0.245780195	NA	additive
Zm00001d028129	-15.66145819	1.53E-13	1.68E-05	-0.245736017	49	Negative
Zm00001d048329	-15.65730503	4.15E-46	1.74E-05	-0.245664975	103	Negative
Zm00001d035270	-15.6214366	3.83E-20	1.83E-05	-0.24505157	284	Negative
Zm00001d032229	-15.59155949	6.99E-34	1.69E-05	-0.244540825	179	Negative
Zm00001d005912	-15.58576762	1.38E-61	1.72E-05	-0.244441835	NA	additive
Zm00001d034179	-15.58533171	8.16E-24	1.74E-05	-0.244434385	314	Negative
Zm00001d037329	-15.57751231	6.98E-28	1.69E-05	-0.244300753	NA	additive
Zm00001d020112	-15.56754722	1.01E-29	1.79E-05	-0.24413047	91	Negative
Zm00001d043006	-15.55505686	2.80E-35	1.70E-05	-0.243917063	NA	additive
Zm00001d001862	-15.55207405	4.38E-12	1.72E-05	-0.243866104	61	Negative
Zm00001d007839	-15.5465285	1.05E-73	1.72E-05	-0.243771368	44	Negative
Zm00001d002079	-15.54405381	7.05E-08	1.69E-05	-0.243729094	224	Negative
Zm00001d039077	-15.53875709	1.70E-13	2.37E-05	-0.243638617	NA	additive
Zm00001d033906	-15.52106341	7.16E-99	1.69E-05	-0.243336421	32	Negative
Zm00001d037680	-15.51956312	3.18E-13	1.76E-05	-0.243310799	121	Negative
Zm00001d045295	-15.5153192	4.24E-59	1.70E-05	-0.243238327	196	Negative
Zm00001d042740	-15.51426202	1.46E-79	1.76E-05	-0.243220274	NA	additive
Zm00001d017139	-15.5075225	1.42E-89	1.71E-05	-0.243105193	250	Negative
Zm00001d014405	-15.50148832	1.40E-69	1.69E-05	-0.243002164	NA	additive
Zm00001d028074	-15.49990153	4.74E-23	1.72E-05	-0.242975095	NA	additive
Zm00001d034851	-15.48760733	8.23E-63	1.73E-05	-0.242765185	NA	additive
Zm00001d048263	-15.48447776	0.009609271	1.77E-05	-0.242711762	88	Negative
Zm00001d034067	-15.48153337	1.17E-31	1.98E-05	-0.24266643	NA	additive
Zm00001d028992	-15.46284596	5.24E-80	1.69E-05	-0.24234255	60	Negative
Zm00001d033233	-15.45982856	2.96E-41	1.92E-05	-0.242291076	NA	additive
Zm00001d028055	-15.45764107	5.77E-52	1.69E-05	-0.242253727	35	Negative
Zm00001d014383	-15.45291345	2.50E-40	1.73E-05	-0.242173054	63	Negative
Zm00001d002435	-15.45202413	2.57E-10	2.15E-05	-0.242157889	NA	additive
Zm00001d048460	-15.44207211	5.51E-28	1.69E-05	-0.241988071	316	Negative
Zm00001d029419	-15.41203692	1.30E-51	1.69E-05	-0.241475713	67	Negative
Zm00001d012516	-15.41119015	1.56E-66	1.69E-05	-0.241461271	NA	additive
Zm00001d053995	-15.40107435	0.072284798	1.89E-05	-0.241289127	57	Negative
Zm00001d012197	-15.40038663	3.89E-91	1.70E-05	-0.241277025	NA	additive
Zm00001d054043	-15.39663902	6.04E-59	1.73E-05	-0.241213117	183	Negative
Zm00001d031773	-15.38205277	2.72E-38	1.84E-05	-0.240964407	NA	additive
Zm00001d018856	-15.37946156	8.07E-24	2.38E-05	-0.240920574	NA	additive
Zm00001d049732	-15.37607694	5.43E-12	2.06E-05	-0.240862526	336	Negative
Zm00001d041548	-15.37502225	2.11E-87	1.70E-05	-0.240844546	88	Negative
Zm00001d045336	-15.35545244	3.07E-109	1.70E-05	-0.240510956	78	Negative
Zm00001d033459	-15.35248857	1.23E-27	1.68E-05	-0.24046044	39	Negative
Zm00001d046656	-15.34837854	4.02E-71	1.69E-05	-0.240390392	60	Negative
Zm00001d034733	-15.34088157	3.13E-80	1.73E-05	-0.240262629	150	Negative
Zm00001d020551	-15.3404102	8.10E-40	1.74E-05	-0.240254596	103	Negative
Zm00001d040464	-15.32727064	4.83E-55	1.70E-05	-0.240030701	43	Negative
Zm00001d047045	-15.32125038	1.58E-72	1.72E-05	-0.239928129	145	Negative
Zm00001d010565	-15.32086333	1.60E-05	2.34E-05	-0.239921805	NA	additive
Zm00001d023385	-15.30723008	6.33E-49	1.75E-05	-0.239689562	NA	additive
Zm00001d006535	-15.30517841	1.40E-27	1.73E-05	-0.239654376	NA	additive
Zm00001d000310	-15.30018287	2.14E-24	1.73E-05	-0.23956924	NA	additive
Zm00001d018150	-15.29817901	5.16E-27	1.71E-05	-0.239535109	70	Negative
Zm00001d009660	-15.26176071	6.43E-80	1.70E-05	-0.238914942	45	Negative
Zm00001d014848	-15.25427485	2.18E-74	1.69E-05	-0.238787499	270	Negative
Zm00001d042436	-15.23671024	2.37E-85	1.68E-05	-0.238488514	NA	additive
Zm00001d005051	-15.23287145	3.29E-36	1.69E-05	-0.238423178	217	Negative
Zm00001d007915	-15.23002851	1.03E-52	1.71E-05	-0.238374793	NA	additive
Zm00001d011459	-15.21850973	7.07E-45	1.91E-05	-0.238178769	NA	additive
Zm00001d022069	-15.21512292	1.13E-30	1.71E-05	-0.238121138	NA	additive
Zm00001d040291	-15.2127351	1.21E-98	1.69E-05	-0.238080508	53	Negative
Zm00001d050238	-15.18916344	5.79E-33	1.71E-05	-0.23767948	261	Negative
Zm00001d024645	-15.18577919	6.34E-69	1.70E-05	-0.237621913	NA	additive
Zm00001d029028	-15.16919748	4.44E-28	1.70E-05	-0.237339885	122	Negative
Zm00001d024393	-15.16204285	8.16E-74	1.72E-05	-0.237218213	154	Negative
Zm00001d021250	-15.1436516	6.37E-30	1.69E-05	-0.236905498	NA	additive
Zm00001d037717	-15.12941716	6.15E-32	1.77E-05	-0.23666351	71	Negative
Zm00001d021596	-15.12719999	3.33E-22	1.72E-05	-0.236625821	335	Negative
Zm00001d020500	-15.10928593	4.66E-20	1.68E-05	-0.236321344	120	Negative
Zm00001d012748	-15.10639235	1.55E-27	1.69E-05	-0.23627217	308	Negative
Zm00001d037198	-15.09102503	1.88E-13	1.90E-05	-0.236013707	NA	additive
Zm00001d027856	-15.08680665	6.22E-87	1.72E-05	-0.235939366	108	Negative
Zm00001d010313	-15.07744483	5.08E-26	1.82E-05	-0.235780315	49	Negative
Zm00001d036737	-15.06798463	4.92E-38	1.71E-05	-0.23561961	NA	additive
Zm00001d014765	-15.06117783	4.86E-40	1.70E-05	-0.235503992	NA	additive
Zm00001d044683	-15.06018559	2.75E-24	1.69E-05	-0.235487138	208	Negative
Zm00001d047342	-15.05575273	3.33E-18	1.85E-05	-0.235414785	NA	additive
Zm00001d049308	-15.05401713	1.05E-06	1.86E-05	-0.235382371	NA	additive
Zm00001d051546	-15.05149323	2.53E-77	1.74E-05	-0.235339588	NA	additive
Zm00001d013777	-15.04409786	3.03E-128	1.70E-05	-0.235213916	219	Negative
Zm00001d020872	-15.04321941	1.10E-70	1.69E-05	-0.235198998	NA	additive
Zm00001d005881	-15.03686613	3.52E-43	1.75E-05	-0.235091114	167	Negative
Zm00001d023968	-15.03657648	1.49E-74	1.69E-05	-0.235086196	94	Negative
Zm00001d013551	-15.03264422	8.92E-27	1.70E-05	-0.235019427	97	Negative
Zm00001d045051	-15.02904139	1.45E-07	1.73E-05	-0.234958254	69	Negative
Zm00001d039758	-15.00423467	1.18E-14	1.75E-05	-0.23453713	236	Negative
Zm00001d013787	-14.99791792	1.26E-68	1.70E-05	-0.234429915	NA	additive
Zm00001d004804	-14.98294997	1.65E-39	1.72E-05	-0.234175894	133	Negative
Zm00001d054044	-14.97837823	1.14E-42	1.76E-05	-0.234098317	300	Negative
Zm00001d018854	-14.97456961	7.35E-16	2.05E-05	-0.234036336	NA	additive
Zm00001d052040	-14.97017644	4.62E-47	1.72E-05	-0.233959151	NA	additive
Zm00001d022602	-14.95898861	6.29E-52	1.71E-05	-0.23376934	NA	additive
Zm00001d014486	-14.95424323	2.32E-54	1.75E-05	-0.233688838	47	Negative
Zm00001d012378	-14.95152015	1.05E-18	1.74E-05	-0.233642645	49	Negative
Zm00001d008816	-14.94788717	3.62E-75	1.69E-05	-0.23358102	202	Negative
Zm00001d020110	-14.94406432	1.61E-43	1.78E-05	-0.233516176	NA	additive
Zm00001d042625	-14.93822959	5.83E-53	1.72E-05	-0.233417212	NA	additive
Zm00001d026360	-14.90805994	3.76E-20	1.72E-05	-0.232905668	48	Negative
Zm00001d011073	-14.90212625	4.22E-11	1.72E-05	-0.23280501	256	Negative
Zm00001d048592	-14.88762931	1.90E-12	1.79E-05	-0.232559259	187	Negative
Zm00001d047124	-14.88457386	6.89E-28	1.70E-05	-0.232507468	104	Negative
Zm00001d005852	-14.88051568	3.47E-35	1.74E-05	-0.232438684	NA	additive
Zm00001d013440	-14.85164474	7.36E-14	1.78E-05	-0.231949545	56	Negative
Zm00001d035016	-14.84611303	2.81E-17	1.93E-05	-0.231858589	NA	additive
Zm00001d016768	-14.84324268	1.76E-38	1.72E-05	-0.23180708	191	Negative
Zm00001d041180	-14.84284297	1.54E-41	1.71E-05	-0.231800309	NA	additive
Zm00001d051836	-14.81829944	2.12E-25	1.70E-05	-0.231384563	NA	additive
Zm00001d045539	-14.81376115	6.47E-29	1.70E-05	-0.231307701	36	Negative
Zm00001d008992	-14.80144147	1.26E-88	1.70E-05	-0.231099073	45	Negative
Zm00001d008535	-14.78474822	2.67E-29	1.68E-05	-0.230816429	NA	additive
Zm00001d002856	-14.78035865	3.97E-36	1.69E-05	-0.230742115	104	Negative
Zm00001d021638	-14.77530415	1.10E-40	1.72E-05	-0.230656872	NA	additive
Zm00001d011881	-14.77429243	4.33E-33	1.79E-05	-0.230639423	NA	additive
Zm00001d016949	-14.76078523	1.01E-45	1.70E-05	-0.230410792	100	Negative
Zm00001d039364	-14.75903066	1.15E-11	2.30E-05	-0.23038241	NA	additive
Zm00001d013239	-14.75475873	1.28E-49	1.83E-05	-0.230308796	NA	additive
Zm00001d017502	-14.74936794	2.80E-63	1.68E-05	-0.230217564	117	Negative
Zm00001d051812	-14.74455345	7.03E-58	1.70E-05	-0.230136091	NA	additive
Zm00001d004936	-14.72851686	5.50E-91	1.72E-05	-0.229864745	246	Negative
Zm00001d017261	-14.72432957	4.33E-98	1.68E-05	-0.229793903	NA	additive
Zm00001d010945	-14.72092948	1.50E-58	1.69E-05	-0.229736554	NA	additive
Zm00001d029457	-14.71929944	4.30E-60	1.70E-05	-0.229708805	227	Negative
Zm00001d013289	-14.71720008	9.02E-24	1.77E-05	-0.229673304	NA	additive
Zm00001d021843	-14.70607625	2.64E-11	2.43E-05	-0.229491924	NA	additive
Zm00001d005315	-14.70015558	3.28E-31	1.69E-05	-0.229384985	131	Negative
Zm00001d013507	-14.69399308	3.74E-28	1.72E-05	-0.229280761	121	Negative
Zm00001d044189	-14.67822893	5.24E-73	1.71E-05	-0.229014182	NA	additive
Zm00001d005495	-14.6762711	7.44E-60	1.71E-05	-0.228981078	99	Negative
Zm00001d002489	-14.6691697	1.19E-45	1.70E-05	-0.228861009	183	Negative
Zm00001d045042	-14.66895854	1.50E-39	1.73E-05	-0.228857439	286	Negative
Zm00001d004006	-14.66049377	2.49E-25	1.74E-05	-0.228714332	333	Negative
Zm00001d050768	-14.65340687	2.75E-32	1.73E-05	-0.22859453	39	Negative
Zm00001d003743	-14.65015746	1.12E-10	2.00E-05	-0.228539603	NA	additive
Zm00001d031008	-14.6480744	1.76E-92	1.72E-05	-0.228504393	NA	additive
Zm00001d007077	-14.64779315	3.76E-55	1.72E-05	-0.228499639	76	Negative
Zm00001d027443	-14.63973172	3.19E-34	1.72E-05	-0.228363384	NA	additive
Zm00001d042395	-14.62250029	5.18E-93	1.69E-05	-0.228072181	NA	additive
Zm00001d041332	-14.62192449	2.33E-40	1.71E-05	-0.228062451	122	Negative
Zm00001d042425	-14.61512706	2.83E-29	1.71E-05	-0.227947595	NA	additive
Zm00001d036879	-14.59028286	2.95E-55	1.70E-05	-0.227527879	40	Negative
Zm00001d053776	-14.57939477	1.20E-80	1.68E-05	-0.227343975	NA	additive
Zm00001d042216	-14.57797318	2.83E-79	1.70E-05	-0.227319965	239	Negative
Zm00001d017989	-14.57707629	4.17E-32	1.75E-05	-0.227305153	NA	additive
Zm00001d032268	-14.57559058	7.41E-81	1.67E-05	-0.227279726	NA	additive
Zm00001d010120	-14.57105375	2.16E-91	1.74E-05	-0.227203108	NA	additive
Zm00001d037305	-14.56717821	2.45E-43	1.69E-05	-0.22713766	52	Negative
Zm00001d018011	-14.55306965	5.57E-31	1.72E-05	-0.22689943	103	Negative
Zm00001d053648	-14.55203603	2.56E-89	1.70E-05	-0.226881979	NA	additive
Zm00001d038218	-14.54544495	2.30E-48	1.69E-05	-0.2267707	134	Negative
Zm00001d028557	-14.54042095	2.59E-24	2.02E-05	-0.22668605	98	Negative
Zm00001d033896	-14.53031029	1.20E-94	1.69E-05	-0.22651521	215	Negative
Zm00001d033640	-14.52166272	1.52E-49	1.72E-05	-0.22636925	NA	additive
Zm00001d046500	-14.52148202	3.61E-48	1.69E-05	-0.2263662	NA	additive
Zm00001d009883	-14.51311175	6.30E-12	2.39E-05	-0.226225199	166	Negative
Zm00001d044060	-14.51097455	9.90E-90	1.70E-05	-0.226188867	86	Negative
Zm00001d034196	-14.50858273	2.74E-15	1.70E-05	-0.226148504	196	Negative
Zm00001d037611	-14.48444504	3.91E-15	2.12E-05	-0.225741634	NA	additive
Zm00001d020134	-14.4726817	1.37E-25	1.71E-05	-0.22554279	228	Negative
Zm00001d031421	-14.45890431	2.20E-13	1.73E-05	-0.225314212	132	Negative
Zm00001d016866	-14.44790509	1.72E-66	1.72E-05	-0.225124913	103	Negative
Zm00001d053018	-14.42631794	1.61E-51	1.70E-05	-0.224760927	46	Negative
Zm00001d011217	-14.42510308	2.80E-18	1.69E-05	-0.224740445	NA	additive
Zm00001d027839	-14.42222321	1.21E-45	1.70E-05	-0.224691895	NA	additive
Zm00001d032094	-14.41994333	5.14E-13	1.75E-05	-0.224653461	NA	additive
Zm00001d029738	-14.41347659	3.93E-11	1.98E-05	-0.224544449	NA	additive
Zm00001d015670	-14.40744351	9.43E-34	1.71E-05	-0.224442756	50	Negative
Zm00001d011849	-14.40433773	7.52E-42	2.30E-05	-0.22439047	NA	additive
Zm00001d009687	-14.39103169	2.34E-41	1.70E-05	-0.224166155	112	Negative
Zm00001d036057	-14.38625593	1.33E-90	1.71E-05	-0.224085675	NA	additive
Zm00001d012022	-14.38431506	6.02E-25	1.92E-05	-0.224059258	NA	additive
Zm00001d006795	-14.37637322	8.08E-40	1.72E-05	-0.223919149	NA	additive
Zm00001d018319	-14.36895444	1.61E-06	2.11E-05	-0.223794311	NA	additive
Zm00001d035766	-14.36773413	2.60E-12	1.76E-05	-0.223773595	64	Negative
Zm00001d011845	-14.35355045	4.25E-40	1.72E-05	-0.223534654	49	Negative
Zm00001d018699	-14.35155288	5.57E-21	1.94E-05	-0.223501006	44	Negative
Zm00001d023366	-14.3443744	5.51E-50	1.72E-05	-0.223380094	129	Negative
Zm00001d016696	-14.34394903	1.79E-33	1.73E-05	-0.223372929	36	Negative
Zm00001d053639	-14.33075753	2.36E-24	1.73E-05	-0.223155856	NA	additive
Zm00001d020139	-14.30498149	2.15E-66	1.71E-05	-0.222716753	50	Negative
Zm00001d053936	-14.29693503	1.75E-40	1.69E-05	-0.222581295	NA	additive
Zm00001d009858	-14.28350501	2.52E-56	1.68E-05	-0.222355236	241	Negative
Zm00001d013231	-14.27758968	8.09E-36	1.74E-05	-0.222256054	55	Negative
Zm00001d015856	-14.27262565	7.02E-92	1.67E-05	-0.222172137	171	Negative
Zm00001d004434	-14.26628162	6.08E-22	2.16E-05	-0.222065379	NA	additive
Zm00001d026670	-14.26563001	3.36E-46	1.68E-05	-0.222054414	NA	additive
Zm00001d004248	-14.25367709	2.23E-37	1.89E-05	-0.221855088	185	Negative
Zm00001d039764	-14.24400311	2.66E-39	1.72E-05	-0.221690533	NA	additive
Zm00001d049813	-14.22501973	5.17E-22	2.08E-05	-0.221373703	NA	additive
Zm00001d033090	-14.22118514	1.35E-53	1.72E-05	-0.221306711	118	Negative
Zm00001d013915	-14.21894679	9.84E-88	1.69E-05	-0.221269065	NA	additive
Zm00001d004078	-14.21865489	1.84E-17	2.41E-05	-0.221264156	NA	additive
Zm00001d029102	-14.21625794	2.87E-24	1.72E-05	-0.221223844	226	Negative
Zm00001d019411	-14.20822781	1.52E-24	1.71E-05	-0.221088801	NA	additive
Zm00001d026597	-14.19447003	7.52E-24	1.71E-05	-0.220857466	52	Negative
Zm00001d022210	-14.19114213	0.85333016	1.86E-05	-0.220803026	NA	additive
Zm00001d034760	-14.18299561	4.49E-56	1.69E-05	-0.220664553	237	Negative
Zm00001d028515	-14.18003229	4.83E-128	1.71E-05	-0.220614737	49	Negative
Zm00001d053848	-14.17471265	6.10E-65	1.70E-05	-0.220525312	NA	additive
Zm00001d032869	-14.16036218	1.53E-48	1.71E-05	-0.220284106	NA	additive
Zm00001d049727	-14.15649271	1.48E-39	1.71E-05	-0.220219688	NA	additive
Zm00001d041472	-14.15388159	7.68E-38	1.68E-05	-0.220175192	80	Negative
Zm00001d051460	-14.14482935	1.37E-05	1.97E-05	-0.220023071	NA	additive
Zm00001d047993	-14.1388067	2.54E-36	1.71E-05	-0.219921871	NA	additive
Zm00001d012284	-14.12967494	3.80E-56	1.74E-05	-0.219768442	53	Negative
Zm00001d017379	-14.12447432	5.54E-39	1.72E-05	-0.21968107	167	Negative
