Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d024646	12.47479816	2.30E-53	1.68E-05	0.169601778	NA	additive
Zm00001d039994	12.47610461	1.71E-30	1.77E-05	0.169618535	65	Positive
Zm00001d041488	12.47744775	9.92E-53	1.70E-05	0.169635763	NA	additive
Zm00001d026064	12.47811649	7.78E-53	1.69E-05	0.169644341	NA	additive
Zm00001d043550	12.48083687	9.98E-24	2.03E-05	0.169679233	NA	additive
Zm00001d048711	12.48172442	1.88E-13	1.97E-05	0.169690263	77	Positive
Zm00001d047875	12.48795868	1.07E-88	1.69E-05	0.169770576	NA	additive
Zm00001d000439	12.48981127	4.72E-52	1.69E-05	0.169794336	NA	additive
Zm00001d036195	12.50370726	2.71E-72	1.72E-05	0.169972542	NA	additive
Zm00001d039881	12.50407894	1.06E-64	1.72E-05	0.169977309	NA	additive
Zm00001d003072	12.50775949	1.00E-58	1.70E-05	0.170024505	NA	additive
Zm00001d019266	12.50940084	9.30E-28	2.13E-05	0.170045552	NA	additive
Zm00001d033295	12.51548655	4.76E-114	1.68E-05	0.170123587	NA	additive
Zm00001d003176	12.52083556	5.22E-126	1.70E-05	0.170192171	NA	additive
Zm00001d033292	12.52109681	4.89E-41	1.71E-05	0.170195521	36	Positive
Zm00001d052213	12.52816798	9.50E-45	1.73E-05	0.170286181	NA	additive
Zm00001d037836	12.53521333	4.87E-60	1.75E-05	0.17037581	NA	additive
Zm00001d018573	12.53905049	1.78E-64	1.70E-05	0.170425696	NA	additive
Zm00001d018555	12.54138085	1.22E-36	1.72E-05	0.17045557	NA	additive
Zm00001d021470	12.54439129	2.45E-38	1.83E-05	0.17049415	NA	additive
Zm00001d033522	12.54448945	1.53E-34	1.77E-05	0.170495419	47	Positive
Zm00001d003414	12.54662008	1.99E-23	1.71E-05	0.170522731	NA	additive
Zm00001d010625	12.54683422	7.97E-48	1.72E-05	0.170525476	NA	additive
Zm00001d053334	12.54830345	8.36E-54	1.69E-05	0.17054431	NA	additive
Zm00001d002684	12.5508976	3.08E-73	1.71E-05	0.170577562	NA	additive
Zm00001d033734	12.55755579	1.79E-55	1.71E-05	0.170662906	55	Positive
Zm00001d049135	12.56252644	6.87E-86	1.70E-05	0.170726615	NA	additive
Zm00001d047216	12.56269489	1.30E-53	1.72E-05	0.170728774	NA	additive
Zm00001d013100	12.56476048	2.40E-63	1.70E-05	0.170755248	NA	additive
Zm00001d035234	12.56551535	9.24E-24	2.14E-05	0.170764889	NA	additive
Zm00001d006828	12.5663245	2.34E-38	1.72E-05	0.170775293	85	Positive
Zm00001d045568	12.56995016	1.43E-18	1.71E-05	0.17082176	NA	additive
Zm00001d006454	12.57595013	9.08E-30	1.85E-05	0.170898112	NA	additive
Zm00001d025044	12.58504856	7.22E-79	1.75E-05	0.171015248	NA	additive
Zm00001d043244	12.58618883	2.89E-50	1.72E-05	0.17102986	NA	additive
Zm00001d018032	12.59627292	2.55E-31	1.73E-05	0.171159073	NA	additive
Zm00001d036322	12.59775359	8.02E-36	1.73E-05	0.171178045	NA	additive
Zm00001d005453	12.59944027	6.03E-64	1.75E-05	0.171199656	37	Positive
Zm00001d011685	12.60966974	2.36E-45	1.78E-05	0.171330555	NA	additive
Zm00001d040076	12.61059445	1.65E-49	1.68E-05	0.171342563	NA	additive
Zm00001d010516	12.61204657	1.15E-23	2.00E-05	0.171361131	NA	additive
Zm00001d041672	12.6125391	7.85E-22	1.79E-05	0.171367477	105	Positive
Zm00001d008249	12.61412985	4.53E-76	1.75E-05	0.171387856	NA	additive
Zm00001d044844	12.61583874	1.52E-53	1.69E-05	0.171409748	NA	additive
Zm00001d012853	12.62128149	3.22E-48	1.78E-05	0.171479472	NA	additive
Zm00001d034278	12.6225032	8.92E-41	1.71E-05	0.171495122	NA	additive
Zm00001d035723	12.63125818	1.33E-62	1.73E-05	0.171607269	NA	additive
Zm00001d035562	12.63462631	2.57E-14	1.85E-05	0.171650375	251	Positive
Zm00001d032933	12.64738001	4.80E-22	1.77E-05	0.171812957	206	Positive
Zm00001d012088	12.65154252	3.92E-29	1.74E-05	0.171867068	264	Positive
Zm00001d017568	12.65613805	4.34E-65	1.72E-05	0.171925921	NA	additive
Zm00001d028522	12.66021962	3.12E-41	1.72E-05	0.171978189	NA	additive
Zm00001d028111	12.66150439	5.01E-57	1.68E-05	0.171994641	NA	additive
Zm00001d042787	12.66389155	1.30E-47	1.69E-05	0.17202521	NA	additive
Zm00001d043543	12.67416294	8.12E-50	1.69E-05	0.172156732	71	Positive
Zm00001d026436	12.67836846	8.51E-23	1.80E-05	0.172210579	301	Positive
Zm00001d009603	12.69024435	1.46E-46	1.68E-05	0.172362626	53	Positive
Zm00001d038842	12.69307933	9.65E-42	1.75E-05	0.172398812	NA	additive
Zm00001d039163	12.69404951	5.61E-48	1.71E-05	0.17241134	NA	additive
Zm00001d047466	12.69681685	2.95E-83	1.69E-05	0.172446767	NA	additive
Zm00001d000260	12.69719823	1.11E-25	1.73E-05	0.172451519	NA	additive
Zm00001d004931	12.69816942	4.42E-27	1.73E-05	0.172464082	NA	additive
Zm00001d044111	12.70389985	9.66E-26	1.73E-05	0.172537437	57	Positive
Zm00001d048769	12.70454712	4.68E-46	1.70E-05	0.172545723	NA	additive
Zm00001d029560	12.70842586	7.42E-57	1.69E-05	0.172595373	NA	additive
Zm00001d026263	12.70843653	5.15E-57	1.77E-05	0.172595509	NA	additive
Zm00001d007195	12.71075886	1.04E-58	1.73E-05	0.172625233	NA	additive
Zm00001d033874	12.71183898	7.24E-18	2.42E-05	0.172634389	46	Positive
Zm00001d042234	12.71205121	1.31E-96	1.70E-05	0.172641777	NA	additive
Zm00001d040986	12.7187713	2.23E-62	1.74E-05	0.172727791	NA	additive
Zm00001d043018	12.71987709	1.80E-30	1.69E-05	0.172741944	NA	additive
Zm00001d026460	12.72008985	6.24E-26	1.70E-05	0.172744667	45	Positive
Zm00001d027332	12.72509303	8.93E-14	1.78E-05	0.172808701	249	Positive
Zm00001d011928	12.72570934	5.22E-14	1.96E-05	0.172816579	NA	additive
Zm00001d017773	12.72966659	6.58E-63	1.72E-05	0.172867233	NA	additive
Zm00001d047916	12.73247946	1.72E-24	1.77E-05	0.172903232	NA	additive
Zm00001d036989	12.73346185	1.87E-58	1.76E-05	0.172915804	56	Positive
Zm00001d003725	12.7476759	2.50E-20	1.81E-05	0.173097688	72	Positive
Zm00001d041056	12.74776301	4.87E-54	1.71E-05	0.17309881	NA	additive
Zm00001d026015	12.7507797	5.10E-19	1.84E-05	0.17313741	104	Positive
Zm00001d036751	12.75272895	8.71E-43	1.74E-05	0.173162351	NA	additive
Zm00001d013276	12.75448084	2.45E-49	1.69E-05	0.173184767	44	Positive
Zm00001d048138	12.75588596	8.12E-40	1.90E-05	0.173202709	NA	additive
Zm00001d022427	12.75709537	1.51E-57	1.68E-05	0.17321822	NA	additive
Zm00001d023423	12.76094821	1.38E-57	1.72E-05	0.173267515	37	Positive
Zm00001d032114	12.76505604	1.81E-40	1.77E-05	0.17332007	160	Positive
Zm00001d037307	12.76577048	3.45E-68	1.68E-05	0.173329211	NA	additive
Zm00001d012274	12.76666722	1.45E-25	1.75E-05	0.173340684	149	Positive
Zm00001d052269	12.76955482	2.40E-22	1.87E-05	0.173377626	NA	additive
Zm00001d002103	12.77031912	9.26E-58	1.75E-05	0.173387396	NA	additive
Zm00001d019327	12.7773705	4.84E-17	1.73E-05	0.173477349	37	Positive
Zm00001d033764	12.78179362	8.32E-66	1.73E-05	0.173534192	NA	additive
Zm00001d026702	12.78417738	1.11E-76	1.81E-05	0.173564685	NA	additive
Zm00001d008597	12.78711388	2.86E-53	1.77E-05	0.173602232	NA	additive
Zm00001d037073	12.79225833	2.87E-13	1.81E-05	0.17366805	35	Positive
Zm00001d015509	12.7968262	1.61E-48	1.69E-05	0.173726475	NA	additive
Zm00001d038336	12.80006788	1.78E-34	2.04E-05	0.173767936	NA	additive
Zm00001d045739	12.80460581	1.56E-66	1.68E-05	0.173825974	NA	additive
Zm00001d014811	12.81096057	1.84E-42	1.69E-05	0.173907245	NA	additive
Zm00001d013847	12.81151573	1.11E-48	1.74E-05	0.173914318	NA	additive
Zm00001d011782	12.82466928	1.78E-16	2.20E-05	0.174080403	NA	additive
Zm00001d033925	12.82554782	8.58E-43	1.72E-05	0.174093784	191	Positive
Zm00001d018599	12.83222105	8.21E-30	1.72E-05	0.174179111	NA	additive
Zm00001d038196	12.83667149	1.61E-37	1.74E-05	0.174236014	48	Positive
Zm00001d013819	12.83837315	2.00E-56	1.85E-05	0.174257771	NA	additive
Zm00001d032206	12.84257401	1.00E-31	1.77E-05	0.17431148	NA	additive
Zm00001d043242	12.8474017	8.06E-19	1.82E-05	0.174373201	86	Positive
Zm00001d033385	12.85122643	5.22E-13	2.29E-05	0.174422097	NA	additive
Zm00001d032177	12.85344563	1.58E-20	1.78E-05	0.174450467	NA	additive
Zm00001d051849	12.85567482	5.72E-36	1.73E-05	0.174478962	NA	additive
Zm00001d028774	12.85960538	4.95E-60	1.72E-05	0.17452921	NA	additive
Zm00001d047901	12.86064243	4.76E-27	1.71E-05	0.174542467	NA	additive
Zm00001d049329	12.86132195	2.90E-51	1.72E-05	0.174551153	NA	additive
Zm00001d010871	12.8676045	1.76E-34	1.78E-05	0.17463146	165	Positive
Zm00001d042664	12.87073136	1.26E-50	1.71E-05	0.174671428	106	Positive
Zm00001d017711	12.87366334	3.05E-26	1.74E-05	0.174708903	274	Positive
Zm00001d045858	12.87472086	2.34E-33	2.01E-05	0.17472242	NA	additive
Zm00001d028475	12.87496617	1.28E-60	1.69E-05	0.174725555	NA	additive
Zm00001d053358	12.87812556	5.05E-38	1.74E-05	0.174765936	NA	additive
Zm00001d042837	12.88096862	1.51E-27	1.73E-05	0.174802273	NA	additive
Zm00001d016999	12.8834367	2.11E-80	1.74E-05	0.174833816	NA	additive
Zm00001d043082	12.88648808	1.18E-45	1.72E-05	0.174872813	NA	additive
Zm00001d010650	12.88682408	5.15E-72	1.69E-05	0.174877108	49	Positive
Zm00001d020308	12.90126472	7.70E-17	1.80E-05	0.175061628	NA	additive
Zm00001d048111	12.90829221	1.71E-28	1.70E-05	0.175151444	NA	additive
Zm00001d032465	12.91727291	1.86E-55	1.73E-05	0.175266191	NA	additive
Zm00001d041941	12.91758658	2.43E-66	1.69E-05	0.175270199	NA	additive
Zm00001d009060	12.91771923	1.18E-23	1.83E-05	0.175271894	60	Positive
Zm00001d019459	12.9204619	2.97E-36	1.71E-05	0.175306935	NA	additive
Zm00001d028752	12.92508651	3.31E-24	1.72E-05	0.175366019	NA	additive
Zm00001d044921	12.92694883	5.69E-19	1.74E-05	0.175389811	97	Positive
Zm00001d017291	12.92865143	5.83E-46	1.75E-05	0.175411563	NA	additive
Zm00001d038651	12.9302802	9.72E-15	1.73E-05	0.17543237	73	Positive
Zm00001d012339	12.93517853	6.44E-43	1.77E-05	0.175494946	110	Positive
Zm00001d034852	12.93733109	3.69E-31	1.71E-05	0.175522443	NA	additive
Zm00001d030250	12.93752508	9.90E-35	1.80E-05	0.175524918	NA	additive
Zm00001d013066	12.94099511	1.11E-26	1.75E-05	0.175569248	143	Positive
Zm00001d022315	12.94244528	4.20E-53	1.72E-05	0.175587772	NA	additive
Zm00001d002065	12.95344233	4.60E-31	1.69E-05	0.175728239	239	Positive
Zm00001d018473	12.95696936	2.96E-46	1.73E-05	0.175773248	NA	additive
Zm00001d037778	12.9748019	7.91E-34	1.75E-05	0.176001027	NA	additive
Zm00001d048298	12.97658273	1.23E-56	1.78E-05	0.176023726	NA	additive
Zm00001d041439	12.99047653	5.76E-30	1.98E-05	0.176200482	NA	additive
Zm00001d020487	12.99679735	2.61E-22	1.73E-05	0.176281823	NA	additive
Zm00001d021812	13.00220749	1.38E-21	1.93E-05	0.176350956	NA	additive
Zm00001d043502	13.00224722	1.62E-86	1.71E-05	0.176351463	NA	additive
Zm00001d015990	13.00335772	1.08E-46	1.74E-05	0.176365608	NA	additive
